Date,Sigma11_M1,Sigma22_M1,Sigma12_M1,rho_M1,VaR_M1,ES_M1,Sigma11_M2,Sigma22_M2,Sigma12_M2,rho_M2,VaR_M2,ES_M2,Sigma11_M3,Sigma22_M3,Sigma12_M3,rho_M3,VaR_M3,ES_M3,rho_M3_copula,nu_M3,converged_M3
2007-01-12,0.000180174022414835,0.00017857141164759582,0.0001157550818583955,0.6453391509141782,309975.11516364856,427506.106326041,0.00017845807934421752,0.00017687073153666635,0.00011465265250736319,0.6453391509141783,314786.792944698,432530.4735540706,0.00017853090460068612,0.00017776592281515893,0.00011498293871052075,0.6454349008226788,314414.43465335167,434306.75292528246,0.6450207007571144,100.0,True
2007-01-16,0.000180174022414835,0.00017857141164759582,0.0001157550818583955,0.6453391509141782,309975.11516364856,427506.106326041,0.00017845807934421752,0.00017687073153666635,0.00011465265250736319,0.6453391509141783,314786.792944698,432530.4735540706,0.00017853090460068612,0.00017776592281515893,0.00011498293871052075,0.6454349008226788,314414.43465335167,434306.75292528246,0.6450207007571144,100.0,True
2007-01-17,0.000180174022414835,0.00017857141164759582,0.0001157550818583955,0.6453391509141782,309975.11516364856,427506.106326041,0.00017845807934421752,0.00017687073153666635,0.00011465265250736319,0.6453391509141783,314786.792944698,432530.4735540706,0.00017853090460068612,0.00017776592281515893,0.00011498293871052075,0.6454349008226788,314414.43465335167,434306.75292528246,0.6450207007571144,100.0,True
2007-01-18,0.000180174022414835,0.00017857141164759582,0.0001157550818583955,0.6453391509141782,309975.11516364856,427506.106326041,0.00017845807934421752,0.00017687073153666635,0.00011465265250736319,0.6453391509141783,314786.792944698,432530.4735540706,0.00017853090460068612,0.00017776592281515893,0.00011498293871052075,0.6454349008226788,314414.43465335167,434306.75292528246,0.6450207007571144,100.0,True
2007-01-19,0.00017928755126038606,0.0001769154105811074,0.00011446014273461094,0.6426823647697999,312828.44676773436,432119.2711998859,0.00017759615926736354,0.00017524639727373848,0.00011338033006730331,0.6426823647698,314786.792944698,432530.4735540706,0.00017766687520445076,0.0001761345409251944,0.00011368751664200172,0.6426688970285133,313686.6499201312,433921.32632259536,0.6422518413927202,100.0,True
2007-01-22,0.00017928755126038606,0.0001769154105811074,0.00011446014273461094,0.6426823647697999,312828.44676773436,432119.2711998859,0.00017759615926736354,0.00017524639727373848,0.00011338033006730331,0.6426823647698,314786.792944698,432530.4735540706,0.00017766687520445076,0.0001761345409251944,0.00011368751664200172,0.6426688970285133,313686.6499201312,433921.32632259536,0.6422518413927202,100.0,True
2007-01-23,0.00017928755126038606,0.0001769154105811074,0.00011446014273461094,0.6426823647697999,312828.44676773436,432119.2711998859,0.00017759615926736354,0.00017524639727373848,0.00011338033006730331,0.6426823647698,314786.792944698,432530.4735540706,0.00017766687520445076,0.0001761345409251944,0.00011368751664200172,0.6426688970285133,313686.6499201312,433921.32632259536,0.6422518413927202,100.0,True
2007-01-24,0.00017928755126038606,0.0001769154105811074,0.00011446014273461094,0.6426823647697999,312828.44676773436,432119.2711998859,0.00017759615926736354,0.00017524639727373848,0.00011338033006730331,0.6426823647698,314786.792944698,432530.4735540706,0.00017766687520445076,0.0001761345409251944,0.00011368751664200172,0.6426688970285133,313686.6499201312,433921.32632259536,0.6422518413927202,100.0,True
2007-01-25,0.00018078822809807385,0.00017850888390292507,0.00011540570826928236,0.6424100096455292,311644.318537399,438194.614526796,0.00017906643544952078,0.00017680879929432575,0.00011430660628576537,0.6424100096455291,314786.792944698,432530.4735540706,0.0001791375192658165,0.0001777050062869847,0.00011460413949461088,0.6423285048777746,313686.6499201312,433921.32632259536,0.6419110983087231,100.0,True
2007-01-26,0.0001812728697270572,0.0001774018900733013,0.00011545055376026861,0.6437992909149448,303638.15806363313,430650.55621716334,0.00017956274831453775,0.00017572828733676072,0.0001143613975927189,0.6437992909149449,314786.792944698,432219.4923531477,0.00017963495330960633,0.0001766184060621189,0.00011466835993410666,0.6437692043595726,313686.6499201312,433593.9393442338,0.6433532838268529,100.0,True
2007-01-29,0.0001812728697270572,0.0001774018900733013,0.00011545055376026861,0.6437992909149448,303638.15806363313,430650.55621716334,0.00017956274831453775,0.00017572828733676072,0.0001143613975927189,0.6437992909149449,314786.792944698,432219.4923531477,0.00017963495330960633,0.0001766184060621189,0.00011466835993410666,0.6437692043595726,313686.6499201312,433593.9393442338,0.6433532838268529,100.0,True
2007-01-30,0.0001812728697270572,0.0001774018900733013,0.00011545055376026861,0.6437992909149448,303638.15806363313,430650.55621716334,0.00017956274831453775,0.00017572828733676072,0.0001143613975927189,0.6437992909149449,314786.792944698,432219.4923531477,0.00017963495330960633,0.0001766184060621189,0.00011466835993410666,0.6437692043595726,313686.6499201312,433593.9393442338,0.6433532838268529,100.0,True
2007-01-31,0.0001829574787198098,0.0001765821739520287,0.00011617661381536825,0.6463536430964425,303685.465760975,433490.1729708927,0.00018121502654152593,0.00017490043896200937,0.00011507016987426951,0.6463536430964425,315446.3975963253,432425.98665796174,0.0001812896371922916,0.0001757852259643833,0.0001154018759909596,0.6464503770964526,313686.6499201312,434467.98902989185,0.6460372271336532,100.0,True
2007-02-01,0.0001829574787198098,0.0001765821739520287,0.00011617661381536825,0.6463536430964425,303685.465760975,433490.1729708927,0.00018121502654152593,0.00017490043896200937,0.00011507016987426951,0.6463536430964425,315446.3975963253,432425.98665796174,0.0001812896371922916,0.0001757852259643833,0.0001154018759909596,0.6464503770964526,313686.6499201312,434467.98902989185,0.6460372271336532,100.0,True
2007-02-02,0.00018504240242125713,0.0001774727185111369,0.00011820785703239354,0.6522962985113037,301000.77604558226,430811.0573173536,0.0001832967193795471,0.00017579844758178653,0.00011709268856982375,0.6522962985113037,315446.3975963253,432558.4081382002,0.00018337618638216343,0.0001766851677432436,0.00011744923908105852,0.6524972604178523,314414.43465335167,434681.5496169375,0.6520903828397209,100.0,True
2007-02-05,0.00018504240242125713,0.0001774727185111369,0.00011820785703239354,0.6522962985113037,301000.77604558226,430811.0573173536,0.0001832967193795471,0.00017579844758178653,0.00011709268856982375,0.6522962985113037,315446.3975963253,432558.4081382002,0.00018337618638216343,0.0001766851677432436,0.00011744923908105852,0.6524972604178523,314414.43465335167,434681.5496169375,0.6520903828397209,100.0,True
2007-02-06,0.00018504240242125713,0.0001774727185111369,0.00011820785703239354,0.6522962985113037,301000.77604558226,430811.0573173536,0.0001832967193795471,0.00017579844758178653,0.00011709268856982375,0.6522962985113037,315446.3975963253,432558.4081382002,0.00018337618638216343,0.0001766851677432436,0.00011744923908105852,0.6524972604178523,314414.43465335167,434681.5496169375,0.6520903828397209,100.0,True
2007-02-07,0.000186755459093016,0.00017917305610677024,0.00011936461664220151,0.6525331867410342,309379.34256467334,429285.12151001167,0.00018497683567308254,0.0001774666460486105,0.00011822781076941863,0.6525331867410342,315446.3975963253,432558.4081382002,0.0001850571547858667,0.00017836169953307148,0.00011857828945741758,0.6526817057470703,314414.43465335167,434681.5496169375,0.6522750200105989,100.0,True
2007-02-08,0.000186755459093016,0.00017917305610677024,0.00011936461664220151,0.6525331867410342,309379.34256467334,429285.12151001167,0.00018497683567308254,0.0001774666460486105,0.00011822781076941863,0.6525331867410342,315446.3975963253,432558.4081382002,0.0001850571547858667,0.00017836169953307148,0.00011857828945741758,0.6526817057470703,314414.43465335167,434681.5496169375,0.6522750200105989,100.0,True
2007-02-09,0.00018498333945995927,0.00017822478096925858,0.00011829803005414655,0.6515191120942367,309121.0018093179,434157.2867479529,0.0001832382136159974,0.00017654341511105797,0.00011718201090269231,0.6515191120942366,315446.3975963253,432717.72253419243,0.0001833170882830422,0.000177434265481159,0.00011752495424228955,0.6516432019796327,313686.6499201312,434644.24221972085,0.6512354364937383,100.0,True
2007-02-12,0.00018498333945995927,0.00017822478096925858,0.00011829803005414655,0.6515191120942367,309121.0018093179,434157.2867479529,0.0001832382136159974,0.00017654341511105797,0.00011718201090269231,0.6515191120942366,315446.3975963253,432717.72253419243,0.0001833170882830422,0.000177434265481159,0.00011752495424228955,0.6516432019796327,313686.6499201312,434644.24221972085,0.6512354364937383,100.0,True
2007-02-13,0.00018498333945995927,0.00017822478096925858,0.00011829803005414655,0.6515191120942367,309121.0018093179,434157.2867479529,0.0001832382136159974,0.00017654341511105797,0.00011718201090269231,0.6515191120942366,315446.3975963253,432717.72253419243,0.0001833170882830422,0.000177434265481159,0.00011752495424228955,0.6516432019796327,313686.6499201312,434644.24221972085,0.6512354364937383,100.0,True
2007-02-14,0.0001853378984369916,0.0001739570571215876,0.00011651689726061773,0.6489119443076323,317825.14425404306,442298.6958760394,0.00018357277559473452,0.0001723003232442391,0.00011540721252480228,0.6489119443076322,317320.96969928785,432534.51985064056,0.00018357277559473452,0.0001723003232442391,0.00011540721252480228,0.6489119443076322,317320.96969928785,432534.51985064056,0.6489119443076322,,False
2007-02-15,0.0001853378984369916,0.0001739570571215876,0.00011651689726061773,0.6489119443076323,317825.14425404306,442298.6958760394,0.00018357277559473452,0.0001723003232442391,0.00011540721252480228,0.6489119443076322,317320.96969928785,432534.51985064056,0.00018357277559473452,0.0001723003232442391,0.00011540721252480228,0.6489119443076322,317320.96969928785,432534.51985064056,0.6489119443076322,,False
2007-02-16,0.00018357286528049814,0.00017336569001250962,0.00011539743764720142,0.6468600739224193,311956.10192686255,434252.5777763336,0.00018184104579671987,0.00017173016463503316,0.00011430878257505805,0.6468600739224195,316021.52633453155,432534.51985064056,0.000181916271357473,0.00017259868498249476,0.00011464545158516393,0.6469970717375614,313686.6499201312,434428.2254447393,0.6465844874981623,100.0,True
